,Metabolite,p_value,Ex,adj_p,reject
187,Nacetylcarnosine,0.36586220209254183,S,0.7633230744631131,False
188,aminoheptanoate,0.9466872973273064,R,0.9690874944240946,False
189,aminoheptanoate,0.04411603542559688,S,0.6051617401666072,False
190,enyloleoylGPEP,0.6086117439427066,R,0.8509065677795465,False
191,enyloleoylGPEP,0.4074138005639799,S,0.7761329378766121,False
192,Nacetyltaurine,0.8504507663994714,R,0.9359790278214675,False
193,Nacetyltaurine,0.004436225929634186,S,0.2418910559526851,False
194,hydroxyhexanoate,0.4064528674085035,R,0.7761329378766121,False
195,hydroxyhexanoate,0.696606463208356,S,0.8745224662382056,False
196,NacetylglucosamineNacetylgalactosamine,0.6952908705135192,R,0.8745224662382056,False
197,NacetylglucosamineNacetylgalactosamine,0.15605310120343668,S,0.7219805315523206,False
198,palmitoylstearoylGPC,0.2851272145381025,R,0.7633230744631131,False
199,palmitoylstearoylGPC,0.1159674023409042,S,0.7219805315523206,False
200,oleoyllinoleoylGPC,3.3422154943662135e-06,R,0.0004946478931661996,True
201,oleoyllinoleoylGPC,0.012597012844185511,S,0.4346793459200241,False
202,palmitoylpalmitoleoylGPC,0.866978190028913,R,0.9468155292920122,False
203,palmitoylpalmitoleoylGPC,0.5187397843555821,S,0.8046968741703528,False
204,palmitoylarachidonoylGPE,0.3589082099074654,R,0.7633230744631131,False
205,palmitoylarachidonoylGPE,0.7618724540898997,S,0.8946380438770246,False
206,palmitoyldocosahexaenoylGPE,0.41852591633415004,R,0.7761329378766121,False
207,palmitoyldocosahexaenoylGPE,0.8892389092674978,S,0.9468155292920122,False
208,enylpalmitoyllinoleoylGPCP,0.5476311063738093,R,0.8196713141853788,False
209,enylpalmitoyllinoleoylGPCP,0.871978148498503,S,0.9468155292920122,False
210,behenoyldihydrosphingomyelind,0.7450519557608233,R,0.8873727865917476,False
211,behenoyldihydrosphingomyelind,0.15233780641143863,S,0.7219805315523206,False
212,enylpalmitoyllinoleoylGPEP,0.7378259725730448,R,0.8873727865917476,False
213,enylpalmitoyllinoleoylGPEP,0.20300883417377238,S,0.742023131674362,False
214,palmitoleoyllinoleoylGPC,0.7386047094353105,R,0.8873727865917476,False
215,palmitoleoyllinoleoylGPC,0.8044668990802216,S,0.9137333086369431,False
216,oleoyldocosahexaenoylGPC,0.5875962253836569,R,0.8416890894653206,False
217,oleoyldocosahexaenoylGPC,0.9183449503018503,S,0.9552262736071454,False
218,dipalmitoylGPE,0.29993024152112197,R,0.7633230744631131,False
219,dipalmitoylGPE,0.32982546497471876,S,0.7633230744631131,False
220,linoleoylarachidonoylGPE,0.5565168530766542,R,0.8240629105792842,False
221,linoleoylarachidonoylGPE,0.7694232597436572,S,0.8946380438770246,False
222,linoleoylGPG,0.1470855363369595,R,0.7219805315523206,False
223,linoleoylGPG,0.047258302978034426,S,0.6051617401666072,False
224,thioproline,0.12911775531449293,R,0.7219805315523206,False
225,thioproline,0.009147565278723227,S,0.34914999165629224,False
226,isocitriclactone,0.4849519391683558,R,0.79010866037953,False
227,isocitriclactone,0.0009752550000485092,S,0.08249474548287251,True
228,Shydroxybutyrylcarnitine,0.7794066185271424,R,0.902195817647061,False
229,Shydroxybutyrylcarnitine,0.8891295422832006,S,0.9468155292920122,False
230,dihydroxymethylbutyrate,0.12096026135707098,R,0.7219805315523206,False
231,dihydroxymethylbutyrate,0.6666403639562547,S,0.8691288519292141,False
232,linoleoyllinolenoylglycerol,0.20414974066516423,R,0.742023131674362,False
233,linoleoyllinolenoylglycerol,0.6309140012213102,S,0.8594490482236282,False
234,oleoylarachidonoylGPI,0.36237677387605405,R,0.7633230744631131,False
235,oleoylarachidonoylGPI,0.903219217344154,S,0.9519177102426689,False
236,behenoylcarnitineC,0.3228248260572173,R,0.7633230744631131,False
237,behenoylcarnitineC,0.7366937104383076,S,0.8873727865917476,False
238,arachidoylcarnitineC,0.19061924214208145,R,0.7314130920710978,False
239,arachidoylcarnitineC,0.41284163976272636,S,0.7761329378766121,False
240,eicosenoylcarnitineC,0.29944845395669406,R,0.7633230744631131,False
241,eicosenoylcarnitineC,0.12201343162168746,S,0.7219805315523206,False
242,erucoylcarnitineC,0.4662301653695883,R,0.78837997920718,False
243,erucoylcarnitineC,0.5583074914636459,S,0.8240629105792842,False
244,hydroxypalmitoylcarnitine,0.03657772391899091,R,0.6051617401666072,False
245,hydroxypalmitoylcarnitine,0.35556440231195763,S,0.7633230744631131,False
246,hydroxyoleoylcarnitine,0.13653100991809425,R,0.7219805315523206,False
247,hydroxyoleoylcarnitine,0.16794495264516007,S,0.7223695739422538,False
248,NNNtrimethylalanylprolinebetaineTMAP,0.13565844346313466,R,0.7219805315523206,False
249,NNNtrimethylalanylprolinebetaineTMAP,0.48538701279775875,S,0.79010866037953,False
250,stearoylmeadoylGPIn,0.9906881613564043,R,0.9841365520475338,False
251,stearoylmeadoylGPIn,0.9568680927988669,S,0.9716427897113408,False
252,dihydroxybenzoicacid,0.25884664909494315,R,0.7633230744631131,False
253,dihydroxybenzoicacid,0.12254480961287008,S,0.7219805315523206,False
254,hydroxypalmitoylsphingomyelindOH,0.4124585609917949,R,0.7761329378766121,False
255,hydroxypalmitoylsphingomyelindOH,0.024357710377586564,S,0.573513362526811,False
256,hydroxydecanoylcarnitine,0.07456977280968168,R,0.7209539248092065,False
257,hydroxydecanoylcarnitine,0.4561228150245935,S,0.78837997920718,False
258,pentoseacid,0.15286875788219287,R,0.7219805315523206,False
259,pentoseacid,0.8131239164607247,S,0.9166445891766167,False
260,methylimidazolelactate,0.4134351917595943,R,0.7761329378766121,False
261,methylimidazolelactate,0.4620589332099565,S,0.78837997920718,False
262,NNdimethylpropro,0.21894402409710653,R,0.754752807487597,False
263,NNdimethylpropro,0.1000321185777206,S,0.7219805315523206,False
264,oxindolylalanine,0.2811366486317689,R,0.7633230744631131,False
265,oxindolylalanine,0.04027149783082627,S,0.6051617401666072,False
266,putrescine,0.4516930415341882,R,0.78837997920718,False
267,putrescine,0.6241580633381552,S,0.8594490482236282,False
268,spermidine,0.5305535131947907,R,0.8074595966900514,False
269,spermidine,0.3185146994470257,S,0.7633230744631131,False
270,alphaketoglutarate,0.5195036067750232,R,0.8046968741703528,False
271,alphaketoglutarate,0.6024031590055268,S,0.8484820124501389,False
272,kynurenate,0.16609375106835453,R,0.7223695739422538,False
273,kynurenate,6.805729750092582e-14,S,1.7626840052739788e-11,True
274,hydroxyisobutyrate,0.3723777896856725,R,0.7637036728782318,False
275,hydroxyisobutyrate,0.6254344685967246,S,0.8594490482236282,False
276,hydroxymethylglutarate,0.6698974258613556,R,0.8691288519292141,False
277,hydroxymethylglutarate,0.048351060365505114,S,0.6051617401666072,False
278,phosphoglycerate,0.6734906514722294,R,0.8696893778731825,False
279,phosphoglycerate,0.379515199032061,S,0.7649372494109246,False
280,hypoxanthine,0.6437572021443393,R,0.8594490482236282,False
281,hypoxanthine,0.3282234370243716,S,0.7633230744631131,False
282,linoleaten,0.0679983712438578,R,0.6993207914313504,False
283,linoleaten,0.1554727639190209,S,0.7219805315523206,False
284,laurate,0.1448134504061101,R,0.7219805315523206,False
285,laurate,0.27509797454063395,S,0.7633230744631131,False
286,NNNtrimethyllysine,0.23883186873275325,R,0.7633230744631131,False
287,NNNtrimethyllysine,0.24758821367470746,S,0.7633230744631131,False
288,ribosephosphate,0.8880081982408424,R,0.9468155292920122,False
289,ribosephosphate,0.9098865369313949,S,0.9529806703593035,False
290,arachidonaten,0.5400789229931058,R,0.8155336977292406,False
291,arachidonaten,0.2386370658829613,S,0.7633230744631131,False
292,arginine,0.46876647412318806,R,0.78837997920718,False
293,arginine,0.2836421644879101,S,0.7633230744631131,False
294,argininosuccinate,0.37096063262627776,R,0.7637036728782318,False
295,argininosuccinate,0.9610328254308035,S,0.974197658655883,False
296,betaalanine,0.4560971223475655,R,0.78837997920718,False
297,betaalanine,0.5054155385463723,S,0.7945531076389101,False
298,biliverdin,0.3761840028089296,R,0.7637036728782318,False
299,biliverdin,0.7630111418838257,S,0.8946380438770246,False
300,succinate,0.5018867283602411,R,0.7929591156087704,False
301,succinate,0.17942978917263475,S,0.7224876306619552,False
302,hydroxybutyrateBHBA,0.7226878361446069,R,0.882439627226021,False
303,hydroxybutyrateBHBA,0.43612144303756306,S,0.786940454275898,False
304,phosphocholine,0.04573635408935156,R,0.6051617401666072,False
305,phosphocholine,0.09081533648917645,S,0.7219805315523206,False
306,CMP,0.08284324289577547,R,0.7219805315523206,False
307,CMP,0.7118920739614042,S,0.8790467087294574,False
308,sphingosine,0.5560868631515054,R,0.8240629105792842,False
309,sphingosine,0.8856238757567387,S,0.9468155292920122,False
310,dihydroxyacetonephosphateDHAP,0.2507340309672554,R,0.7633230744631131,False
311,dihydroxyacetonephosphateDHAP,0.13354671387069517,S,0.7219805315523206,False
312,sphinganine,0.8782906224470485,R,0.9468155292920122,False
313,sphinganine,0.5886809369081127,S,0.8416890894653206,False
314,FAD,0.3745988583483514,R,0.7637036728782318,False
315,FAD,0.36987276388077484,S,0.7633230744631131,False
316,gammaglutamylglutamate,0.013006814404942807,R,0.4346793459200241,False
317,gammaglutamylglutamate,0.2578605815391517,S,0.7633230744631131,False
318,glutarateCDC,0.369047135982703,R,0.7633230744631131,False
319,glutarateCDC,0.09603536949060051,S,0.7219805315523206,False
320,GMP,0.11841725206192327,R,0.7219805315523206,False
321,GMP,0.4726459085707124,S,0.7885042854738455,False
322,histamine,0.33435542019022657,R,0.7633230744631131,False
323,histamine,0.6141872200029797,S,0.8535221636821582,False
324,inosine,0.27686446422954897,R,0.7633230744631131,False
325,inosine,0.3813061431053264,S,0.7661567802728236,False
326,inosinemonophosphateIMP,0.13288531987249308,R,0.7219805315523206,False
327,inosinemonophosphateIMP,0.49521761831877364,S,0.7929591156087704,False
328,myoinositol,0.28848165002302467,R,0.7633230744631131,False
329,myoinositol,0.5783495716039206,S,0.8356627003928339,False
330,isoleucine,0.20523982390722137,R,0.742023131674362,False
331,isoleucine,0.8116282353323374,S,0.9159551762574091,False
332,citrulline,0.3366609204672253,R,0.7633230744631131,False
333,citrulline,0.9798535879189645,S,0.9797571988174906,False
334,leucine,0.17627305216703182,R,0.7224876306619552,False
335,leucine,0.6052785771158704,S,0.8485366791502595,False
336,lysine,0.8181146671540666,R,0.9182738842596023,False
337,lysine,0.33132821275391,S,0.7633230744631131,False
338,methionine,0.16325056456031797,R,0.7223695739422538,False
339,methionine,0.16874430162408624,S,0.7223695739422538,False
340,palmitate,0.18830581613954359,R,0.727928453434952,False
341,palmitate,0.3247380829304143,S,0.7633230744631131,False
342,ornithine,0.0013268526596997567,R,0.098187096817782,True
343,ornithine,0.4988898633267336,S,0.7929591156087704,False
344,orotate,0.11226766294719454,R,0.7219805315523206,False
345,orotate,0.10702026015938394,S,0.7219805315523206,False
346,glutathioneoxidizedGSSG,0.42780806476615185,R,0.7816739948813639,False
347,glutathioneoxidizedGSSG,0.03361687925249784,S,0.6051617401666072,False
348,palmitoleaten,0.1272867055709249,R,0.7219805315523206,False
349,palmitoleaten,0.5302319681812298,S,0.8074595966900514,False
350,phenylalanine,0.29326883095269324,R,0.7633230744631131,False
351,phenylalanine,0.41567897588912983,S,0.7761329378766121,False
352,proline,0.14435854050107672,R,0.7219805315523206,False
353,proline,0.6509536429307243,S,0.8634929245534321,False
354,retinolvitaminA,0.0689198211082864,R,0.6993207914313504,False
355,retinolvitaminA,0.20530438406239337,S,0.742023131674362,False
356,serotonin,0.6740932147028624,R,0.8696893778731825,False
357,serotonin,0.6792602406634636,S,0.8698561301944974,False
358,spermine,0.6590075751180537,R,0.8650568826086221,False
359,spermine,0.6284937019712398,S,0.8594490482236282,False
360,taurine,0.3694896810111187,R,0.7633230744631131,False
361,taurine,0.44005912869116337,S,0.786940454275898,False
362,myristate,0.14986996632898067,R,0.7219805315523206,False
363,myristate,0.4668504707471265,S,0.78837997920718,False
364,urea,0.22842780010360525,R,0.7555714537993761,False
365,urea,0.9098045163842425,S,0.9529806703593035,False
366,uridine,0.04811301515199137,R,0.6051617401666072,False
367,uridine,0.22707357342691178,S,0.7555714537993761,False
368,deoxyuridine,0.7648887050297117,R,0.8946380438770246,False
369,deoxyuridine,0.14979799287925236,S,0.7219805315523206,False
370,transurocanate,0.9575746026016205,R,0.9716427897113408,False
371,transurocanate,0.3067505172102104,S,0.7633230744631131,False
372,glutamate,0.119568208175714,R,0.7219805315523206,False
373,glutamate,0.17654802523777738,S,0.7224876306619552,False
374,glutamine,0.480846466978182,R,0.79010866037953,False
375,glutamine,0.7832104626432542,S,0.904577524301462,False
376,threonine,0.22973268486793874,R,0.7555714537993761,False
377,threonine,0.07654916190059143,S,0.7209539248092065,False
378,tryptophan,0.26900856653594707,R,0.7633230744631131,False
379,tryptophan,0.02120647852813543,S,0.5375722378964273,False
380,valine,0.10577830664655312,R,0.7219805315523206,False
381,valine,0.45898030669630085,S,0.78837997920718,False
382,adenosine,0.5376280654195734,R,0.8131133952915008,False
383,adenosine,0.44616503385205586,S,0.78837997920718,False
384,mannose,0.3582075300533898,R,0.7633230744631131,False
385,mannose,0.6483734561105801,S,0.8622784345706815,False
386,dimethylglycine,0.10100734224668922,R,0.7219805315523206,False
387,dimethylglycine,0.09621356688101572,S,0.7219805315523206,False
388,tyrosine,0.11126696428921273,R,0.7219805315523206,False
389,tyrosine,0.15996651723841682,S,0.7219805315523206,False
390,malonate,0.7056595269302515,R,0.8785588790639233,False
391,malonate,0.609765249994517,S,0.8513703490489483,False
392,pseudouridine,0.9024109906843185,R,0.9519177102426689,False
393,pseudouridine,0.7174324286723517,S,0.8806398058110857,False
394,pyruvate,0.7938137124215933,R,0.9108420868594078,False
395,pyruvate,0.28825108916184067,S,0.7633230744631131,False
396,uracil,0.3538056446801897,R,0.7633230744631131,False
397,uracil,0.7201481701563932,S,0.8818835748014461,False
398,cytidine,0.1411372865667618,R,0.7219805315523206,False
399,cytidine,0.30384155021153325,S,0.7633230744631131,False
400,thymidine,0.6678438104906611,R,0.8691288519292141,False
401,thymidine,0.3654913838494569,S,0.7633230744631131,False
402,thiaminvitaminB,0.2472091900077231,R,0.7633230744631131,False
403,thiaminvitaminB,0.8891012292949634,S,0.9468155292920122,False
404,fructose,0.004783469171157707,R,0.24684488060597046,False
405,fructose,0.007949449078060182,S,0.32942516979481395,False
406,adenine,0.7432340465375022,R,0.8873727865917476,False
407,adenine,0.14432934928631155,S,0.7219805315523206,False
408,cytosine,0.18118159545774187,R,0.7224876306619552,False
409,cytosine,0.4516152385176242,S,0.78837997920718,False
410,caprate,0.8751188343649068,R,0.9468155292920122,False
411,caprate,0.1759809021147014,S,0.7224876306619552,False
412,margarate,0.12124724909737379,R,0.7219805315523206,False
413,margarate,0.13097986683314847,S,0.7219805315523206,False
414,nonadecanoate,0.1473174618957205,R,0.7219805315523206,False
415,nonadecanoate,0.35654865219624343,S,0.7633230744631131,False
416,arachidate,0.24812765200469544,R,0.7633230744631131,False
417,arachidate,0.6860962800162286,S,0.8714745727555439,False
418,heptanoate,0.9258392188949056,R,0.9584652652700552,False
419,heptanoate,0.6834637449144307,S,0.8707529647291912,False
420,caproate,0.8813262203256631,R,0.9468155292920122,False
421,caproate,0.6970721047821136,S,0.8745224662382056,False
422,caprylate,0.9696675293974997,R,0.97734147663123,False
423,caprylate,0.11439610787304963,S,0.7219805315523206,False
424,pentadecanoate,0.25875886159170525,R,0.7633230744631131,False
425,pentadecanoate,0.14797455218404246,S,0.7219805315523206,False
426,hydroxyproline,0.35648496375000016,R,0.7633230744631131,False
427,hydroxyproline,0.4632405053309461,S,0.78837997920718,False
428,allantoin,0.38843724909728117,R,0.7700871408934463,False
429,allantoin,0.32291670548840634,S,0.7633230744631131,False
